msa_file,tree,seq_len,taxa_count,cpu_time_seconds,peak_ram_mb
HKY_high_10_100,MP,151,10,0.671875,0.01953125
HKY_high_10_250,MP,325,10,1.46875,0.02734375
HKY_high_10_50,MP,59,10,0.234375,0.01953125
JC_high_250_1000,UPGMA,11927,250,1756.46875,6.59765625
JC_high_250_1000,ML,11927,250,2976.28125,16.828125
JC_high_250_1000,NJ,11927,250,1626.75,5.8984375
JC_high_250_50,UPGMA,581,250,81.8125,0.0625
JC_high_250_50,ML,581,250,375.5156249999964,1.21484375
JC_high_250_50,NJ,581,250,86.4375,0.01953125
JC_high_250_500,UPGMA,5939,250,809.2968750000036,1.58203125
JC_high_250_500,ML,5939,250,1170.75,5.94921875
JC_high_250_500,NJ,5939,250,819.4375,0.04296875
HKY_high_50_2500,MP,6230,50,24469.28125,2.91796875
